"code_insee_com","nom_com","RR_med","NBJRR5_med","NBJRR1_med","NBJRR10_med","Tmin_med","Tmax_med","Tens_vap_med","Force_vent_med","Insolation_med","Rayonnement_med","niveau_vie_median_2021"
11001,"Aigues-Vives",30.5,2,4,1,9.6,17.5,11.2,4.5,3965,14346.5,19590
11002,"Airoux",33.35,3,5.5,1,12.8,24,11.4,4.6,3605,15422,22660
11003,"Ajac",48.2,3,7,1,8.2,19.4,11.75,3.6,3579,14012,20540
11004,"Alaigne",48.2,3,7,1,9,17.4,11.75,3.6,3579,14012,18170
11005,"Alairac",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,22790
11007,"Albières",61.2,4,8,2,7.6,19.55,10.5,2.9,3389,14179,15540
11008,"Alet-les-Bains",50.35,3,7,1,8.2,19.4,10.6,3.3,3579,14012,19430
11009,"Alzonne",50.45,3,8,1,9.7,18.7,11.4,4.7,3476,13610,19640
11010,"Antugnac",50.35,3,7,1,8,18.4,10.6,3.3,3579,14012,20310
11011,"Aragon",53,3,7,2,9.7,18.7,11.4,4.7,3476,13610,22650
11012,"Argeliers",32.15,2,5,1,10.2,20.5,11,3.9,3965,14346.5,20980
11013,"Argens-Minervois",41.5,3,6,1,9.65,19.5,12.7,5.6,3965,14346.5,21000
11015,"Arques",61.2,4,8,2,7.6,19.55,10.5,2.9,3389,14179,14800
11018,"Arzens",50.45,3,8,1,9.2,17.9,11.4,4.7,3476,13610,22370
11022,"Azille",36.4,2,6,1,10.4,19.5,12.7,5.6,3965,14346.5,19630
11023,"Badens",45.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,21020
11024,"Bages",30.75,2,4,1,10.7,19.1,12.1,5.3,3965,14346.5,21520
11025,"Bagnoles",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,21220
11026,"Baraigne",33.35,3,5.5,1,12.8,24,11.4,4.6,3605,15422,22360
11027,"Barbaira",39.55,2.5,6,1,9.7,18.5,11.7,4.9,3965,14346.5,19650
11028,"Belcaire",69.65,5,9,2,4.5,14,8.5,2.7,3163,12945,19360
11030,"Belflou",33.35,3,5.5,1,12.8,24,11.7,3,3556,13450,28730
11032,"Bellegarde-du-Razès",48.2,3,7,1,9,17.4,11.75,3.6,3579,14012,19290
11033,"Belpech",49.3,2,2,2,7.85,18.1,11.9,3.3,3371,12963,20740
11034,"Belvèze-du-Razès",40,3,6,1,9,17.4,11.75,3.6,3579,14012,19240
11036,"Belvis",88.9,6,9,3,4.5,14,8.5,2.7,3579,14012,17430
11037,"Berriac",45.8,3,7,1,9.2,17.9,11.4,4.7,3476,13610,17910
11040,"Bizanet",37.5,2,5,1,10.7,19.1,12.1,5.3,3965,14346.5,21900
11041,"Bize-Minervois",38.2,2,5,1,10.2,20.5,11,3.9,3965,14346.5,20550
11042,"Blomac",30.5,2,4,1,9.9,19.4,11.7,4.9,3965,14346.5,20100
11043,"Bouilhonnac",45.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,24790
11044,"Bouisse",68,5,9,2,6.9,15.95,10.5,2.9,3389,14179,16980
11045,"Bouriège",50.35,3,7,1,8.2,19.4,10.7,4.3,3579,14012,19150
11048,"Boutenac",37.5,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,21660
11049,"Bram",49.75,3,8,1,9.6,18.8,11.75,3.6,3579,14012,20940
11051,"Brézilhac",44.3,3,7,1,9.6,18.8,11.75,3.6,3579,14012,19800
11052,"Brousses-et-Villaret",60.8,4,8,2,9.7,18.7,10.05,4.4,3476,13610,19310
11053,"Brugairolles",40,3,6,1,9,17.4,11.75,3.6,3579,14012,20530
11054,"Brunels",91,5,10,3,9.2,17.2,12,2.1,3031,12325.5,22730
11055,"Bugarach",68.75,4,8,2,7.6,19.55,10.6,3.3,3389,14179,15230
11056,"Cabrespine",48.9,3,6,2,9.6,17.5,11.2,4.5,3476,13610,18240
11058,"Cailhau",40,3,6,1,9,17.4,11.75,3.6,3579,14012,20940
11059,"Cailhavel",40,3,6,1,9,17.4,11.75,3.6,3579,14012,21460
11061,"Cambieure",40,3,6,1,9,17.4,11.75,3.6,3579,14012,21960
11063,"Campagne-sur-Aude",57,4,8,2,8,18.4,10.6,3.3,3579,14012,19030
11064,"Camplong-d'Aude",41.35,3,6,1,9.9,19.4,11.8,5.6,3965,14346.5,18950
11066,"Camurac",69.65,5,9,2,4.5,14,8.5,2.7,3163,12945,18550
11067,"Canet",33.05,2,5,1,9.65,19.5,12.7,5.6,3965,14346.5,21930
11068,"Capendu",39.55,2.5,6,1,9.7,18.5,11.7,4.9,3965,14346.5,18460
11069,"Carcassonne",46.8,3,7,1,9.2,17.9,11.4,4.7,3476,13610,19240
11070,"Carlipa",55.8,4,8,2,9.6,18.8,11.9,3.7,3652,14069,21870
11071,"Cascastel-des-Corbières",34,2,5,1,9.9,19.8,11.5,3.5,3965,14346.5,19180
11072,"Cassaigne",44.3,3,7,1,9.6,18.8,11.9,3.7,3652,14069,23820
11074,"Cassés",48.5,3,7,1,9.5,17.6,11.4,4.6,3605,15422,22810
11075,"Castans",82.9,5,10,2,9.6,17.5,11.2,4.5,3575,13240,15910
11076,"Castelnaudary",53.3,4,8,2,8.5,17.7,11.9,3.7,3652,14069,19700
11077,"Castelnau-d'Aude",28.4,2,4,1,10.3,19.6,11.8,5.6,3965,14346.5,20980
11078,"Castelreng",60.55,4,8,2,8.2,19.4,10.7,4.3,3579,14012,20680
11079,"Caudebronde",63.1,4,8,2,5.7,14,10.05,4.4,3476,13610,22290
11080,"Val de Lambronne",54.4,4,7,2,8.3,16.4,10.7,4.3,3579,14012,18720
11081,"Caunes-Minervois",48.9,3,6,2,9.6,17.5,11.2,4.5,3476,13610,19950
11084,"Caux-et-Sauzens",46.8,3,7,1,9.2,17.9,11.4,4.7,3476,13610,21620
11085,"Cavanac",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,22720
11086,"Caves",22.9,1,4,1,17.5,25.2,12.5,6.5,4055,14416,21390
11088,"Cazilhac",46.8,3,7,1,9.2,17.9,11.4,4.7,3476,13610,24670
11089,"Cenne-Monestiés",55.8,4,8,2,9.7,18.7,12,2.1,3031,12325.5,20060
11090,"Cépie",48.5,3,7,1,8.2,19.4,11.4,4.7,3476,13610,21520
11091,"Chalabre",54.4,4,7,2,8.3,16.4,10.7,4.3,3579,14012,18360
11092,"Citou",82.9,5,10,2,9.6,17.5,11.2,4.5,3965,14346.5,13230
11095,"Comigne",41.35,3,6,1,9.9,19.4,11.7,4.9,3965,14346.5,22100
11098,"Conilhac-Corbières",33.65,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,20410
11099,"Conques-sur-Orbiel",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,21440
11102,"Couffoulens",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,21510
11103,"Couiza",50.35,3,7,1,8,18.4,10.6,3.3,3579,14012,18500
11105,"Cournanel",50.35,3,7,1,8.2,19.4,10.6,3.3,3579,14012,21970
11110,"Coustouge",36.25,2,6,1,9.9,19.8,11.5,3.5,3965,14346.5,18270
11111,"Cruscades",37.5,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,20190
11113,"Cucugnan",39.4,2,6,1,8.55,17.65,10.5,2.1,3286,13667.5,21360
11115,"Cuxac-Cabardès",78.05,5.5,9,2.5,5.7,14,10.05,4.4,3031,12325.5,19820
11117,"Davejean",34.4,2,6,1,7.8,16.3,10.5,4.1,3389,14179,13460
11119,"Digne-d'Amont",48.2,3,7,1,8.2,19.4,11.75,3.6,3579,14012,22620
11120,"Digne-d'Aval",48.2,3,7,1,8.2,19.4,11.75,3.6,3579,14012,22620
11122,"Douzens",41.35,3,6,1,9.9,19.4,11.8,5.6,3965,14346.5,20150
11123,"Duilhac-sous-Peyrepertuse",48.8,3,7,1,8.55,17.65,10.5,2.1,3286,13667.5,15780
11124,"Durban-Corbières",33.8,2,5,1,9.9,19.8,11.5,3.5,3965,14346.5,19750
11125,"Embres-et-Castelmaure",33.4,2,5,1,9.9,19.8,11.5,3.5,4099,14633.5,17330
11126,"Escales",33.65,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,19490
11128,"Escueillens-et-Saint-Just-de-Bélengard",60.55,4,8,2,9,17.4,11.75,3.6,3579,14012,18630
11129,"Espéraza",49.9,3,7,1,8,18.4,10.6,3.3,3579,14012,17820
11130,"Espezel",88.9,6,9,3,4.5,14,8.5,2.7,3579,14012,18040
11131,"Val-du-Faby",57,4,8,2,8,18.4,10.6,3.3,3579,14012,17010
11132,"Fabrezan",36.25,2,6,1,10.3,19.6,11.8,5.6,3965,14346.5,20810
11136,"Fanjeaux",44.3,3,7,1,9.6,18.8,11.75,3.6,3579,14012,19610
11137,"Félines-Termenès",34.4,2,6,1,7.8,16.3,10.5,4.1,3389,14179,13820
11138,"Fendeille",49.75,3,7,1,8.5,17.7,11.9,3.7,3652,14069,22910
11140,"Ferrals-les-Corbières",37.5,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,20570
11141,"Ferran",40,3,6,1,9,17.4,11.75,3.6,3579,14012,26110
11142,"Festes-et-Saint-André",60.55,4,8,2,8.3,16.4,10.7,4.3,3579,14012,15210
11143,"Feuilla",33.4,2,5,1,17.5,25.2,11.5,3.5,4055,14416,16510
11144,"Fitou",22.9,1,4,1,17.5,25.2,12.5,6.5,4055,14416,20530
11145,"Fleury",31.8,2,5,1,9.5,19.5,11.8,4,4299,14539.5,21060
11146,"Floure",39.55,2.5,6,1,9.7,18.5,11.7,4.9,3476,13610,19470
11148,"Fontcouverte",33.65,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,21070
11150,"Fontiers-Cabardès",78.05,5.5,9,2.5,5.7,14,10.05,4.4,3031,12325.5,20030
11151,"Fontiès-d'Aude",45.8,3,7,1,9.7,18.5,11.7,4.9,3476,13610,20990
11152,"Fontjoncouse",36.25,2,6,1,9.9,19.8,11.5,3.5,3965,14346.5,18290
11153,"Force",44.3,3,7,1,9.6,18.8,11.75,3.6,3579,14012,21240
11156,"Fraisse-Cabardès",60.8,4,8,2,9.7,18.7,10.05,4.4,3476,13610,20650
11157,"Fraissé-des-Corbières",33.4,2,5,1,9.9,19.8,11.5,3.5,4099,14633.5,16940
11158,"Gaja-et-Villedieu",48.5,3,7,1,8.2,19.4,11.75,3.6,3579,14012,21180
11159,"Gaja-la-Selve",60,4,8,2,11.1,23.8,11.9,3.7,3652,14069,18280
11161,"Gardie",48.5,3,7,1,8.2,19.4,10.5,2.9,3476,13610,20130
11164,"Ginestas",32.15,2,5,1,10.2,20.5,11,3.9,3965,14346.5,21930
11165,"Ginoles",57,4,8,2,8,18.4,10.6,3.3,3579,14012,24170
11167,"Gramazie",40,3,6,1,9,17.4,11.75,3.6,3579,14012,20110
11168,"Granès",49.9,3,7,1,8,18.4,10.6,3.3,3579,14012,18930
11172,"Homps",28.4,2,4,1,9.65,19.5,12.7,5.6,3965,14346.5,17700
11173,"Hounoux",40,3,6,1,9.6,18.8,11.75,3.6,3579,14012,17130
11175,"Issel",65.2,4,8,2,9.2,17.2,11.9,3.7,3652,14069,21860
11178,"Labastide-d'Anjou",33.35,3,5.5,1,12.8,24,11.4,4.6,3605,15422,22110
11181,"Labécède-Lauragais",65.2,4,8,2,9.2,17.2,11.9,3.7,3652,14069,21730
11182,"Lacombe",78.05,5.5,9,2.5,5.7,14,10.05,4.4,3031,12325.5,19740
11183,"Ladern-sur-Lauquet",68,5,9,2,6.9,15.95,10.5,2.9,3476,13610,22170
11185,"Lagrasse",41.35,3,6,1,9.9,19.4,11.7,4.9,3965,14346.5,18810
11188,"Palme",24.5,2,4,1,17.5,25.2,12.5,6.5,4055,14416,21890
11190,"Redorte",36.4,2,6,1,10.4,19.5,11.8,5.6,3965,14346.5,19520
11191,"Laroque-de-Fa",53.7,3,7,2,7.8,16.3,10.5,4.1,3389,14179,15170
11192,"Lasbordes",55.8,4,8,2,9.6,18.8,11.9,3.7,3652,14069,21500
11193,"Lasserre-de-Prouille",44.3,3,7,1,9.6,18.8,11.75,3.6,3579,14012,20820
11194,"Lastours",63.1,4,8,2,9.6,17.5,11.2,4.5,3476,13610,19040
11195,"Laurabuc",49.75,3,7,1,8.5,17.7,11.9,3.7,3652,14069,21570
11196,"Laurac",49.75,3,7,1,8.5,17.7,11.9,3.7,3652,14069,20840
11197,"Lauraguel",48.2,3,7,1,8.2,19.4,11.75,3.6,3579,14012,20430
11198,"Laure-Minervois",48.9,3,6,2,9.6,17.5,11.2,4.5,3476,13610,19840
11199,"Lavalette",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,22290
11200,"Lespinassière",82.9,5,10,2,9.6,17.5,11.2,4.5,3575,13240,15320
11201,"Leuc",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,23830
11202,"Leucate",22.9,1,4,1,17.5,25.2,12.5,6.5,4055,14416,21620
11203,"Lézignan-Corbières",33.65,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,19390
11205,"Limousis",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,21400
11206,"Limoux",48.5,3,7,1,8.2,19.4,10.6,3.3,3579,14012,19790
11207,"Loupia",48.2,3,7,1,9,17.4,11.75,3.6,3579,14012,20480
11209,"Luc-sur-Aude",50.35,3,7,1,8,18.4,10.6,3.3,3579,14012,19590
11210,"Luc-sur-Orbieu",37.5,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,20630
11211,"Magrie",50.35,3,7,1,8.2,19.4,10.6,3.3,3579,14012,21150
11212,"Mailhac",33.05,2,5,1,9.65,19.5,12.7,3.9,3965,14346.5,19200
11214,"Malras",48.2,3,7,1,8.2,19.4,11.75,3.6,3579,14012,24050
11215,"Malves-en-Minervois",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,23170
11216,"Malviès",48.5,3,7,1,8.2,19.4,11.75,3.6,3579,14012,23580
11217,"Marcorignan",32.15,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,22020
11220,"Marseillette",30.5,2,4,1,9.7,18.5,11.7,4.9,3965,14346.5,20640
11221,"Martys",126.7,7,11,4,5.7,14,10.05,4.4,3031,12325.5,20170
11222,"Mas-Cabardès",63.1,4,8,2,5.7,14,10.05,4.4,3476,13610,19760
11225,"Mas-Saintes-Puelles",49.75,3,7,1,8.5,17.7,11.9,3.7,3652,14069,22130
11228,"Mazerolles-du-Razès",40,3,6,1,9,17.4,11.75,3.6,3579,14012,19740
11233,"Mirepeisset",32.15,2,5,1,10.2,20.5,11,3.9,3965,14346.5,21260
11234,"Mireval-Lauragais",49.75,3,7,1,8.5,17.7,11.9,3.7,3652,14069,23500
11236,"Molandier",48.5,3,7,1,7.85,18.1,11.9,3.3,3371,12963,23870
11238,"Molleville",33.35,3,5.5,1,12.8,24,11.9,3.7,3652,14069,21800
11240,"Montazels",50.35,3,7,1,8,18.4,10.6,3.3,3579,14012,21150
11241,"Montbrun-des-Corbières",33.65,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,20910
11242,"Montclar",48.5,3,7,1,9.2,17.9,11.4,4.7,3476,13610,21260
11243,"Montferrand",33.35,3,5.5,1,12.8,24,11.4,4.6,3605,15422,24780
11251,"Val-de-Dagne",56.8,3,7,2,9.7,18.5,11.7,4.9,3965,14346.5,19000
11252,"Montmaur",48.5,3,7,1,9.5,17.6,11.4,4.6,3605,15422,25640
11253,"Montolieu",60.8,4,8,2,9.7,18.7,10.05,4.4,3476,13610,19600
11254,"Montréal",49.75,3,8,1,9.6,18.8,11.75,3.6,3579,14012,21190
11255,"Montredon-des-Corbières",30.75,2,4,1,10.7,19.1,12.1,5.3,3965,14346.5,21540
11256,"Montséret",37.5,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,22470
11257,"Monze",39.55,2.5,6,1,9.7,18.5,11.7,4.9,3476,13610,20390
11258,"Moussan",30.75,2,4,1,10.7,19.1,12.1,5.3,3965,14346.5,22710
11259,"Moussoulens",60.8,4,8,2,9.7,18.7,11.4,4.7,3476,13610,21820
11260,"Mouthoumet",53.7,3,7,2,7.8,16.3,10.5,4.1,3389,14179,14500
11261,"Moux",41.35,3,6,1,10.3,19.6,11.8,5.6,3965,14346.5,20000
11263,"Nébias",88.9,6,9,3,8.3,16.4,10.7,4.3,3579,14012,17380
11264,"Névian",33.05,2,5,1,10.7,19.1,12.1,5.3,3965,14346.5,22270
11266,"Port-la-Nouvelle",24.5,2,4,1,13.15,20.8,12.5,6.5,4055,14416,19610
11267,"Ornaisons",37.5,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,21760
11269,"Ouveillan",32.15,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,20530
11270,"Padern",39.4,2,6,1,8.55,17.65,10.5,2.1,3286,13667.5,16710
11272,"Palaja",45.8,3,7,1,9.2,17.9,11.4,4.7,3476,13610,25100
11273,"Paraza",33.05,2,5,1,9.65,19.5,12.7,5.6,3965,14346.5,20830
11274,"Pauligne",48.2,3,7,1,9,17.4,11.75,3.6,3579,14012,22380
11275,"Payra-sur-l'Hers",49.3,2,2,2,11.1,23.8,11.9,3.7,3652,14069,20290
11276,"Paziols",31.7,2,3,1,8.55,17.65,10.5,2.1,3286,13667.5,17420
11279,"Pennautier",53,3,7,2,9.2,17.9,11.4,4.7,3476,13610,21860
11280,"Pépieux",28.4,2,4,1,10.4,19.5,12.7,5.6,3965,14346.5,19290
11281,"Pexiora",44.3,3,7,1,9.6,18.8,11.9,3.7,3652,14069,19500
11284,"Peyrens",53.3,4,8,2,8.5,17.7,11.9,3.7,3652,14069,22770
11285,"Peyriac-de-Mer",30.75,2,4,1,10.7,19.1,12.1,5.3,3965,14346.5,22410
11286,"Peyriac-Minervois",30.5,2,4,1,9.6,17.5,11.2,4.5,3965,14346.5,19950
11288,"Pezens",50.45,3,8,1,9.7,18.7,11.4,4.7,3476,13610,21210
11289,"Pieusse",48.5,3,7,1,8.2,19.4,11.4,4.7,3476,13610,21460
11290,"Plaigne",49.3,2,2,2,11.1,23.8,11.3,3,3718,13467,20110
11292,"Pomarède",65.2,4,8,2,9.5,17.6,11.4,4.6,3605,15422,22130
11293,"Pomas",48.5,3,7,1,8.2,19.4,11.4,4.7,3476,13610,21670
11295,"Portel-des-Corbières",33.4,2,5,1,9.9,19.8,11.5,3.5,3965,14346.5,21400
11296,"Pouzols-Minervois",33.05,2,5,1,9.65,19.5,12.7,3.9,3965,14346.5,19810
11297,"Pradelles-Cabardès",94.15,5.5,10,3,9.6,17.5,11.2,4.5,3575,13240,18530
11299,"Preixan",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,20730
11300,"Puginier",53.3,4,8,2,9.5,17.6,11.4,4.6,3605,15422,23750
11301,"Puichéric",30.5,2,4,1,10.4,19.5,11.8,5.6,3965,14346.5,18320
11303,"Puivert",88.9,6,9,3,8.3,16.4,10.7,4.3,3579,14012,18460
11304,"Quillan",57,4,8,2,8,18.4,10.6,3.3,3579,14012,18670
11307,"Raissac-d'Aude",33.05,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,19780
11308,"Raissac-sur-Lampy",49.75,3,8,1,9.7,18.7,11.4,4.7,3476,13610,21350
11310,"Rennes-les-Bains",61.2,4,8,2,7.6,19.55,10.6,3.3,3389,14179,13460
11311,"Ribaute",41.35,3,6,1,9.9,19.4,11.8,5.6,3965,14346.5,19680
11312,"Ribouisse",51,3,8,1,11.1,23.8,11.9,3.7,3652,14069,20180
11313,"Ricaud",53.3,4,8,2,8.5,17.7,11.9,3.7,3652,14069,23000
11315,"Rieux-Minervois",30.5,2,4,1,10.4,19.5,11.2,4.5,3965,14346.5,19800
11316,"Rivel",88.9,6,9,3,8,19.9,10.7,4.3,3579,14012,17290
11318,"Roquecourbe-Minervois",30.5,2,4,1,10.3,19.6,11.8,5.6,3965,14346.5,21020
11320,"Roquefeuil",69.65,5,9,2,4.5,14,8.5,2.7,3579,14012,19280
11321,"Roquefort-de-Sault",65.2,4,8,2,6.9,16.15,6.9,3.6,3137,12269.5,19060
11322,"Roquefort-des-Corbières",33.4,2,5,1,9.9,19.8,11.5,3.5,4055,14416,21610
11323,"Roquetaillade-et-Conilhac",50.35,3,7,1,8.2,19.4,10.6,3.3,3579,14012,21620
11324,"Roubia",41.5,3,6,1,9.65,19.5,12.7,5.6,3965,14346.5,20470
11325,"Rouffiac-d'Aude",48.5,3,7,1,9.2,17.9,11.4,4.7,3476,13610,20120
11327,"Roullens",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,22710
11328,"Routier",48.2,3,7,1,9,17.4,11.75,3.6,3579,14012,20030
11330,"Rustiques",45.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,22920
11332,"Saint-André-de-Roquelongue",37.5,2,5,1,9.9,19.8,11.5,3.5,3965,14346.5,21090
11334,"Sainte-Camelle",55.15,4,7,2,12.8,24,11.9,3.3,3371,12963,22410
11336,"Sainte-Colombe-sur-l'Hers",65.5,4,9,2,8,19.9,11,2.1,3579,14012,18100
11337,"Saint-Couat-d'Aude",30.5,2,4,1,10.3,19.6,11.8,5.6,3965,14346.5,20210
11339,"Saint-Denis",78.05,5.5,9,2.5,9.7,18.7,10.05,4.4,3031,12325.5,20700
11340,"Sainte-Eulalie",50.45,3,8,1,9.7,18.7,11.4,4.7,3476,13610,23940
11341,"Saint-Ferriol",49.9,3,7,1,8,18.4,10.6,3.3,3579,14012,19240
11342,"Saint-Frichoux",30.5,2,4,1,9.6,17.5,11.2,4.5,3965,14346.5,18660
11344,"Saint-Hilaire",68,5,9,2,6.9,15.95,10.5,2.9,3476,13610,21560
11345,"Saint-Jean-de-Barrou",33.4,2,5,1,9.9,19.8,11.5,3.5,4099,14633.5,19920
11346,"Saint-Jean-de-Paracol",88.9,6,9,3,8.3,16.4,10.7,4.3,3579,14012,12260
11351,"Saint-Laurent-de-la-Cabrerisse",34,2,5,1,10.3,19.6,11.8,5.6,3965,14346.5,19900
11353,"Saint-Marcel-sur-Aude",32.15,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,20990
11355,"Saint-Martin-de-Villereglan",48.5,3,7,1,8.2,19.4,11.75,3.6,3579,14012,25110
11356,"Saint-Martin-Lalande",53.3,4,8,2,8.5,17.7,11.9,3.7,3652,14069,22230
11357,"Saint-Martin-le-Vieil",49.75,3,8,1,9.7,18.7,11.4,4.7,3476,13610,22720
11359,"Saint-Michel-de-Lanès",55.15,4,7,2,12.8,24,11.7,3,3556,13450,24210
11360,"Saint-Nazaire-d'Aude",32.15,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,21930
11361,"Saint-Papoul",55.8,4,8,2,9.2,17.2,11.9,3.7,3652,14069,21480
11362,"Saint-Paulet",48.5,3,7,1,9.5,17.6,11.4,4.6,3605,15422,21300
11363,"Saint-Pierre-des-Champs",41.35,3,6,1,9.9,19.4,11.7,4.9,3389,14179,20670
11364,"Saint-Polycarpe",50.35,3,7,1,8.2,19.4,10.5,2.9,3476,13610,17440
11366,"Sainte-Valière",33.05,2,5,1,10.2,20.5,12.7,3.9,3965,14346.5,20560
11367,"Saissac",95,6,11,3,9.7,18.7,12,2.1,3031,12325.5,19390
11368,"Sallèles-Cabardès",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,19760
11369,"Sallèles-d'Aude",32.15,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,21870
11371,"Salles-sur-l'Hers",55.15,4,7,2,12.8,24,11.7,3,3556,13450,21610
11372,"Salsigne",53,3,7,2,5.7,14,10.05,4.4,3476,13610,17800
11378,"Serviès-en-Val",56.8,3,7,2,9.7,18.5,11.7,4.9,3389,14179,20380
11379,"Sigean",24.5,2,4,1,13.15,20.8,12.1,5.3,4055,14416,20690
11380,"Sonnac-sur-l'Hers",54.4,4,7,2,8.3,16.4,10.7,4.3,3579,14012,22030
11382,"Souilhanels",53.3,4,8,2,8.5,17.7,11.9,3.7,3652,14069,24020
11383,"Souilhe",53.3,4,8,2,8.5,17.7,11.9,3.7,3652,14069,22810
11385,"Soupex",48.5,3,7,1,9.5,17.6,11.4,4.6,3605,15422,21700
11386,"Talairan",34.4,2,6,1,9.9,19.4,11.5,3.5,3965,14346.5,18620
11390,"Thézan-des-Corbières",36.25,2,6,1,10.3,19.6,11.8,5.6,3965,14346.5,19790
11392,"Tournissan",41.35,3,6,1,9.9,19.4,11.8,5.6,3965,14346.5,18190
11393,"Tourouzelle",33.65,2,5,1,9.65,19.5,12.7,5.6,3965,14346.5,20730
11394,"Tourreilles",50.35,3,7,1,8.2,19.4,11.75,3.6,3579,14012,20630
11396,"Trausse",30.5,2,4,1,9.6,17.5,11.2,4.5,3965,14346.5,19260
11397,"Trèbes",45.8,3,7,1,9.7,18.5,11.7,4.9,3476,13610,19250
11398,"Treilles",22.9,1,4,1,17.5,25.2,12.5,6.5,4055,14416,19130
11399,"Tréville",65.2,4,8,2,9.2,17.2,11.9,3.7,3652,14069,22520
11401,"Tuchan",47.5,3,7,1,9.9,19.8,11.5,3.5,3286,13667.5,18770
11404,"Ventenac-Cabardès",53,3,7,2,9.7,18.7,11.4,4.7,3476,13610,22480
11405,"Ventenac-en-Minervois",33.05,2,5,1,10.2,20.5,12.7,3.9,3965,14346.5,22260
11407,"Verdun-en-Lauragais",91,5,10,3,9.2,17.2,12,2.1,3031,12325.5,22840
11408,"Verzeille",29,1,4,1,9.2,17.9,11.4,4.7,3476,13610,21210
11409,"Vignevieille",58.3,3,8,2,7.8,16.3,10.5,4.1,3389,14179,19230
11410,"Villalier",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,21280
11411,"Villanière",63.1,4,8,2,5.7,14,10.05,4.4,3476,13610,18780
11413,"Villardonnel",53,3,7,2,9.7,18.7,10.05,4.4,3476,13610,20220
11415,"Villar-Saint-Anselme",48.5,3,7,1,8.2,19.4,10.5,2.9,3476,13610,20720
11416,"Villarzel-Cabardès",48.9,3,6,2,9.6,17.5,11.2,4.5,3476,13610,20930
11418,"Villasavary",44.3,3,7,1,9.6,18.8,11.9,3.7,3652,14069,21270
11420,"Villebazy",68,5,9,2,6.9,15.95,10.5,2.9,3476,13610,20080
11421,"Villedaigne",33.05,2,5,1,10.2,20.5,12.1,5.3,3965,14346.5,17280
11422,"Villedubert",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,24050
11423,"Villefloure",39.55,2.5,6,1,6.9,15.95,10.5,2.9,3476,13610,21200
11425,"Villegailhenc",53,3,7,2,9.2,17.9,11.4,4.7,3476,13610,21610
11426,"Villegly",46.8,3,7,1,9.6,17.5,11.2,4.5,3476,13610,20520
11427,"Villelongue-d'Aude",60.55,4,8,2,9,17.4,11.75,3.6,3579,14012,20260
11428,"Villemagne",55.8,4,8,2,9.2,17.2,12,2.1,3031,12325.5,20370
11429,"Villemoustaussou",46.8,3,7,1,9.2,17.9,11.4,4.7,3476,13610,23540
11430,"Villeneuve-la-Comptal",49.75,3,7,1,8.5,17.7,11.9,3.7,3652,14069,22920
11431,"Villeneuve-les-Corbières",33.8,2,5,1,9.9,19.8,11.5,3.5,3286,13667.5,16280
11432,"Villeneuve-lès-Montréal",44.3,3,7,1,9.6,18.8,11.75,3.6,3579,14012,22670
11433,"Villeneuve-Minervois",48.9,3,6,2,9.6,17.5,11.2,4.5,3476,13610,20160
11434,"Villepinte",55.8,4,8,2,9.6,18.8,11.9,3.7,3652,14069,20090
11435,"Villerouge-Termenès",34.4,2,6,1,9.9,19.4,10.5,4.1,3389,14179,14680
11436,"Villesèque-des-Corbières",33.4,2,5,1,9.9,19.8,11.5,3.5,3965,14346.5,16910
11437,"Villesèquelande",50.45,3,8,1,9.2,17.9,11.4,4.7,3476,13610,22280
