jour,mois,annee,typologie,influence,nom_poll,valeur_poll
18,10,2022,Urbaine,Trafic,NO2,16.9
19,10,2022,Urbaine,Trafic,NO2,15.6
20,10,2022,Urbaine,Trafic,NO2,9.9
21,10,2022,Urbaine,Trafic,NO2,21.1
22,10,2022,Urbaine,Trafic,NO2,17.3
23,10,2022,Urbaine,Trafic,NO2,12.1
15,7,2023,Urbaine,Trafic,NO2,28.8
16,7,2023,Urbaine,Trafic,NO2,21.1
17,7,2023,Urbaine,Trafic,NO2,50.3
18,7,2023,Urbaine,Trafic,NO2,31.2
20,7,2023,Urbaine,Trafic,NO2,29.9
21,7,2023,Urbaine,Trafic,NO2,19.0
22,7,2023,Urbaine,Trafic,NO2,31.4
23,7,2023,Urbaine,Trafic,NO2,15.7
24,7,2023,Urbaine,Trafic,NO2,21.6
25,7,2023,Urbaine,Trafic,NO2,15.7
26,7,2023,Urbaine,Trafic,NO2,36.6
27,7,2023,Urbaine,Trafic,NO2,21.4
28,7,2023,Urbaine,Trafic,NO2,33.6
29,7,2023,Urbaine,Trafic,NO2,28.1
30,7,2023,Urbaine,Trafic,NO2,11.7
31,7,2023,Urbaine,Trafic,NO2,35.6
1,8,2023,Urbaine,Trafic,NO2,21.8
2,8,2023,Urbaine,Trafic,NO2,25.5
3,8,2023,Urbaine,Trafic,NO2,23.5
4,8,2023,Urbaine,Trafic,NO2,17.8
5,8,2023,Urbaine,Trafic,NO2,19.3
6,8,2023,Urbaine,Trafic,NO2,16.6
7,8,2023,Urbaine,Trafic,NO2,36.3
8,8,2023,Urbaine,Trafic,NO2,36.8
9,8,2023,Urbaine,Trafic,NO2,42.9
10,8,2023,Urbaine,Trafic,NO2,46.0
11,8,2023,Urbaine,Trafic,NO2,26.6
12,8,2023,Urbaine,Trafic,NO2,36.9
13,8,2023,Urbaine,Trafic,NO2,15.6
14,8,2023,Urbaine,Trafic,NO2,27.8
16,8,2023,Urbaine,Trafic,NO2,30.5
17,8,2023,Urbaine,Trafic,NO2,21.7
18,8,2023,Urbaine,Trafic,NO2,23.5
19,8,2023,Urbaine,Trafic,NO2,32.0
20,8,2023,Urbaine,Trafic,NO2,42.7
24,10,2022,Urbaine,Trafic,NO2,23.6
25,10,2022,Urbaine,Trafic,NO2,23.7
26,10,2022,Urbaine,Trafic,NO2,21.4
27,10,2022,Urbaine,Trafic,NO2,21.1
28,10,2022,Urbaine,Trafic,NO2,26.2
29,10,2022,Urbaine,Trafic,NO2,25.4
30,10,2022,Urbaine,Trafic,NO2,14.4
31,10,2022,Urbaine,Trafic,NO2,10.9
1,11,2022,Urbaine,Trafic,NO2,9.1
2,11,2022,Urbaine,Trafic,NO2,30.6
3,11,2022,Urbaine,Trafic,NO2,16.9
4,11,2022,Urbaine,Trafic,NO2,6.9
5,11,2022,Urbaine,Trafic,NO2,19.5
6,11,2022,Urbaine,Trafic,NO2,27.9
7,11,2022,Urbaine,Trafic,NO2,31.8
8,11,2022,Urbaine,Trafic,NO2,14.5
9,11,2022,Urbaine,Trafic,NO2,21.3
10,11,2022,Urbaine,Trafic,NO2,21.8
11,11,2022,Urbaine,Trafic,NO2,21.3
12,11,2022,Urbaine,Trafic,NO2,31.0
13,11,2022,Urbaine,Trafic,NO2,23.3
14,11,2022,Urbaine,Trafic,NO2,22.6
15,11,2022,Urbaine,Trafic,NO2,22.7
16,11,2022,Urbaine,Trafic,NO2,30.8
17,11,2022,Urbaine,Trafic,NO2,13.3
18,11,2022,Urbaine,Trafic,NO2,13.6
19,11,2022,Urbaine,Trafic,NO2,8.2
20,11,2022,Urbaine,Trafic,NO2,11.9
21,11,2022,Urbaine,Trafic,NO2,29.0
22,11,2022,Urbaine,Trafic,NO2,9.1
23,11,2022,Urbaine,Trafic,NO2,15.9
24,11,2022,Urbaine,Trafic,NO2,40.3
25,11,2022,Urbaine,Trafic,NO2,19.1
26,11,2022,Urbaine,Trafic,NO2,28.8
27,11,2022,Urbaine,Trafic,NO2,26.2
28,11,2022,Urbaine,Trafic,NO2,17.9
29,11,2022,Urbaine,Trafic,NO2,23.9
30,11,2022,Urbaine,Trafic,NO2,13.8
1,12,2022,Urbaine,Trafic,NO2,13.5
2,12,2022,Urbaine,Trafic,NO2,28.6
3,12,2022,Urbaine,Trafic,NO2,31.2
4,12,2022,Urbaine,Trafic,NO2,22.2
5,12,2022,Urbaine,Trafic,NO2,42.7
6,12,2022,Urbaine,Trafic,NO2,49.2
7,12,2022,Urbaine,Trafic,NO2,41.8
8,12,2022,Urbaine,Trafic,NO2,24.6
9,12,2022,Urbaine,Trafic,NO2,28.3
10,12,2022,Urbaine,Trafic,NO2,10.2
11,12,2022,Urbaine,Trafic,NO2,39.9
12,12,2022,Urbaine,Trafic,NO2,37.6
13,12,2022,Urbaine,Trafic,NO2,28.5
14,12,2022,Urbaine,Trafic,NO2,30.0
15,12,2022,Urbaine,Trafic,NO2,19.6
16,12,2022,Urbaine,Trafic,NO2,30.0
17,12,2022,Urbaine,Trafic,NO2,29.8
18,12,2022,Urbaine,Trafic,NO2,18.3
19,12,2022,Urbaine,Trafic,NO2,10.8
20,12,2022,Urbaine,Trafic,NO2,15.3
21,12,2022,Urbaine,Trafic,NO2,25.0
22,12,2022,Urbaine,Trafic,NO2,16.5
23,12,2022,Urbaine,Trafic,NO2,30.4
24,12,2022,Urbaine,Trafic,NO2,30.9
25,12,2022,Urbaine,Trafic,NO2,15.0
26,12,2022,Urbaine,Trafic,NO2,22.6
27,12,2022,Urbaine,Trafic,NO2,28.1
28,12,2022,Urbaine,Trafic,NO2,26.2
29,12,2022,Urbaine,Trafic,NO2,30.1
30,12,2022,Urbaine,Trafic,NO2,30.9
31,12,2022,Urbaine,Trafic,NO2,17.2
1,1,2023,Urbaine,Trafic,NO2,9.8
2,1,2023,Urbaine,Trafic,NO2,12.2
3,1,2023,Urbaine,Trafic,NO2,17.1
4,1,2023,Urbaine,Trafic,NO2,22.4
5,1,2023,Urbaine,Trafic,NO2,13.7
6,1,2023,Urbaine,Trafic,NO2,30.2
7,1,2023,Urbaine,Trafic,NO2,22.9
8,1,2023,Urbaine,Trafic,NO2,20.5
9,1,2023,Urbaine,Trafic,NO2,7.3
10,1,2023,Urbaine,Trafic,NO2,33.5
11,1,2023,Urbaine,Trafic,NO2,19.9
12,1,2023,Urbaine,Trafic,NO2,25.0
13,1,2023,Urbaine,Trafic,NO2,21.6
14,1,2023,Urbaine,Trafic,NO2,42.7
15,1,2023,Urbaine,Trafic,NO2,11.9
16,1,2023,Urbaine,Trafic,NO2,11.3
17,1,2023,Urbaine,Trafic,NO2,9.2
18,1,2023,Urbaine,Trafic,NO2,8.3
19,1,2023,Urbaine,Trafic,NO2,14.7
20,1,2023,Urbaine,Trafic,NO2,13.6
21,1,2023,Urbaine,Trafic,NO2,7.3
22,1,2023,Urbaine,Trafic,NO2,5.9
23,1,2023,Urbaine,Trafic,NO2,9.1
24,1,2023,Urbaine,Trafic,NO2,14.4
25,1,2023,Urbaine,Trafic,NO2,11.8
26,1,2023,Urbaine,Trafic,NO2,14.1
27,1,2023,Urbaine,Trafic,NO2,21.3
28,1,2023,Urbaine,Trafic,NO2,14.9
29,1,2023,Urbaine,Trafic,NO2,19.5
30,1,2023,Urbaine,Trafic,NO2,9.5
31,1,2023,Urbaine,Trafic,NO2,11.4
1,2,2023,Urbaine,Trafic,NO2,17.7
2,2,2023,Urbaine,Trafic,NO2,17.2
3,2,2023,Urbaine,Trafic,NO2,12.6
4,2,2023,Urbaine,Trafic,NO2,7.6
5,2,2023,Urbaine,Trafic,NO2,6.4
6,2,2023,Urbaine,Trafic,NO2,35.6
7,2,2023,Urbaine,Trafic,NO2,24.5
8,2,2023,Urbaine,Trafic,NO2,35.7
9,2,2023,Urbaine,Trafic,NO2,37.2
10,2,2023,Urbaine,Trafic,NO2,49.0
11,2,2023,Urbaine,Trafic,NO2,49.6
12,2,2023,Urbaine,Trafic,NO2,37.6
13,2,2023,Urbaine,Trafic,NO2,43.3
14,2,2023,Urbaine,Trafic,NO2,28.4
15,2,2023,Urbaine,Trafic,NO2,32.3
16,2,2023,Urbaine,Trafic,NO2,38.0
17,2,2023,Urbaine,Trafic,NO2,38.2
18,2,2023,Urbaine,Trafic,NO2,40.8
19,2,2023,Urbaine,Trafic,NO2,19.8
20,2,2023,Urbaine,Trafic,NO2,33.3
21,2,2023,Urbaine,Trafic,NO2,34.8
22,2,2023,Urbaine,Trafic,NO2,32.7
23,2,2023,Urbaine,Trafic,NO2,18.0
24,2,2023,Urbaine,Trafic,NO2,15.1
25,2,2023,Urbaine,Trafic,NO2,11.4
26,2,2023,Urbaine,Trafic,NO2,7.7
27,2,2023,Urbaine,Trafic,NO2,9.6
28,2,2023,Urbaine,Trafic,NO2,8.3
1,3,2023,Urbaine,Trafic,NO2,8.5
2,3,2023,Urbaine,Trafic,NO2,9.8
3,3,2023,Urbaine,Trafic,NO2,11.3
4,3,2023,Urbaine,Trafic,NO2,10.7
5,3,2023,Urbaine,Trafic,NO2,17.7
6,3,2023,Urbaine,Trafic,NO2,27.5
7,3,2023,Urbaine,Trafic,NO2,30.5
8,3,2023,Urbaine,Trafic,NO2,27.3
9,3,2023,Urbaine,Trafic,NO2,24.8
10,3,2023,Urbaine,Trafic,NO2,5.9
11,3,2023,Urbaine,Trafic,NO2,2.6
12,3,2023,Urbaine,Trafic,NO2,14.7
13,3,2023,Urbaine,Trafic,NO2,18.4
14,3,2023,Urbaine,Trafic,NO2,5.7
15,3,2023,Urbaine,Trafic,NO2,19.8
16,3,2023,Urbaine,Trafic,NO2,23.6
17,3,2023,Urbaine,Trafic,NO2,15.6
18,3,2023,Urbaine,Trafic,NO2,24.3
19,3,2023,Urbaine,Trafic,NO2,12.6
20,3,2023,Urbaine,Trafic,NO2,24.8
21,3,2023,Urbaine,Trafic,NO2,34.9
22,3,2023,Urbaine,Trafic,NO2,29.9
23,3,2023,Urbaine,Trafic,NO2,17.1
24,3,2023,Urbaine,Trafic,NO2,15.5
25,3,2023,Urbaine,Trafic,NO2,13.2
26,3,2023,Urbaine,Trafic,NO2,5.0
27,3,2023,Urbaine,Trafic,NO2,7.2
28,3,2023,Urbaine,Trafic,NO2,23.9
29,3,2023,Urbaine,Trafic,NO2,22.2
30,3,2023,Urbaine,Trafic,NO2,20.0
31,3,2023,Urbaine,Trafic,NO2,9.8
1,4,2023,Urbaine,Trafic,NO2,3.0
2,4,2023,Urbaine,Trafic,NO2,3.6
3,4,2023,Urbaine,Trafic,NO2,8.3
4,4,2023,Urbaine,Trafic,NO2,20.7
5,4,2023,Urbaine,Trafic,NO2,14.0
6,4,2023,Urbaine,Trafic,NO2,28.6
7,4,2023,Urbaine,Trafic,NO2,24.3
8,4,2023,Urbaine,Trafic,NO2,29.3
9,4,2023,Urbaine,Trafic,NO2,24.4
10,4,2023,Urbaine,Trafic,NO2,22.5
11,4,2023,Urbaine,Trafic,NO2,10.6
12,4,2023,Urbaine,Trafic,NO2,17.1
13,4,2023,Urbaine,Trafic,NO2,5.5
14,4,2023,Urbaine,Trafic,NO2,11.0
15,4,2023,Urbaine,Trafic,NO2,5.5
16,4,2023,Urbaine,Trafic,NO2,5.4
17,4,2023,Urbaine,Trafic,NO2,12.0
18,4,2023,Urbaine,Trafic,NO2,17.8
19,4,2023,Urbaine,Trafic,NO2,26.3
20,4,2023,Urbaine,Trafic,NO2,25.4
21,4,2023,Urbaine,Trafic,NO2,14.8
22,4,2023,Urbaine,Trafic,NO2,17.0
23,4,2023,Urbaine,Trafic,NO2,14.3
24,4,2023,Urbaine,Trafic,NO2,6.2
25,4,2023,Urbaine,Trafic,NO2,15.3
26,4,2023,Urbaine,Trafic,NO2,20.6
27,4,2023,Urbaine,Trafic,NO2,21.3
28,4,2023,Urbaine,Trafic,NO2,16.3
29,4,2023,Urbaine,Trafic,NO2,15.4
30,4,2023,Urbaine,Trafic,NO2,4.0
1,5,2023,Urbaine,Trafic,NO2,4.8
2,5,2023,Urbaine,Trafic,NO2,13.2
3,5,2023,Urbaine,Trafic,NO2,24.1
4,5,2023,Urbaine,Trafic,NO2,17.3
5,5,2023,Urbaine,Trafic,NO2,20.5
6,5,2023,Urbaine,Trafic,NO2,16.3
7,5,2023,Urbaine,Trafic,NO2,5.9
8,5,2023,Urbaine,Trafic,NO2,5.2
9,5,2023,Urbaine,Trafic,NO2,11.0
10,5,2023,Urbaine,Trafic,NO2,6.3
11,5,2023,Urbaine,Trafic,NO2,6.2
12,5,2023,Urbaine,Trafic,NO2,7.5
13,5,2023,Urbaine,Trafic,NO2,10.2
14,5,2023,Urbaine,Trafic,NO2,5.6
15,5,2023,Urbaine,Trafic,NO2,8.7
16,5,2023,Urbaine,Trafic,NO2,8.7
17,5,2023,Urbaine,Trafic,NO2,10.8
18,5,2023,Urbaine,Trafic,NO2,8.3
19,5,2023,Urbaine,Trafic,NO2,10.2
20,5,2023,Urbaine,Trafic,NO2,15.4
21,5,2023,Urbaine,Trafic,NO2,11.7
22,5,2023,Urbaine,Trafic,NO2,15.6
23,5,2023,Urbaine,Trafic,NO2,17.3
24,5,2023,Urbaine,Trafic,NO2,14.0
25,5,2023,Urbaine,Trafic,NO2,14.6
26,5,2023,Urbaine,Trafic,NO2,29.2
27,5,2023,Urbaine,Trafic,NO2,22.5
28,5,2023,Urbaine,Trafic,NO2,16.0
29,5,2023,Urbaine,Trafic,NO2,14.6
30,5,2023,Urbaine,Trafic,NO2,22.1
31,5,2023,Urbaine,Trafic,NO2,21.5
1,6,2023,Urbaine,Trafic,NO2,23.6
2,6,2023,Urbaine,Trafic,NO2,26.4
3,6,2023,Urbaine,Trafic,NO2,16.3
4,6,2023,Urbaine,Trafic,NO2,10.7
5,6,2023,Urbaine,Trafic,NO2,19.2
6,6,2023,Urbaine,Trafic,NO2,18.5
7,6,2023,Urbaine,Trafic,NO2,14.0
8,6,2023,Urbaine,Trafic,NO2,10.7
9,6,2023,Urbaine,Trafic,NO2,13.7
10,6,2023,Urbaine,Trafic,NO2,16.9
11,6,2023,Urbaine,Trafic,NO2,9.8
12,6,2023,Urbaine,Trafic,NO2,14.1
13,6,2023,Urbaine,Trafic,NO2,18.4
14,6,2023,Urbaine,Trafic,NO2,8.7
15,6,2023,Urbaine,Trafic,NO2,6.4
16,6,2023,Urbaine,Trafic,NO2,18.1
17,6,2023,Urbaine,Trafic,NO2,19.4
18,6,2023,Urbaine,Trafic,NO2,10.0
19,6,2023,Urbaine,Trafic,NO2,17.1
20,6,2023,Urbaine,Trafic,NO2,18.3
21,6,2023,Urbaine,Trafic,NO2,17.6
22,6,2023,Urbaine,Trafic,NO2,9.0
23,6,2023,Urbaine,Trafic,NO2,10.9
24,6,2023,Urbaine,Trafic,NO2,22.2
25,6,2023,Urbaine,Trafic,NO2,17.1
26,6,2023,Urbaine,Trafic,NO2,6.0
27,6,2023,Urbaine,Trafic,NO2,9.0
29,6,2023,Urbaine,Trafic,NO2,9.2
30,6,2023,Urbaine,Trafic,NO2,6.3
1,7,2023,Urbaine,Trafic,NO2,4.1
2,7,2023,Urbaine,Trafic,NO2,4.8
3,7,2023,Urbaine,Trafic,NO2,10.2
4,7,2023,Urbaine,Trafic,NO2,12.8
5,7,2023,Urbaine,Trafic,NO2,9.0
6,7,2023,Urbaine,Trafic,NO2,16.8
7,7,2023,Urbaine,Trafic,NO2,16.8
8,7,2023,Urbaine,Trafic,NO2,15.4
9,7,2023,Urbaine,Trafic,NO2,12.5
10,7,2023,Urbaine,Trafic,NO2,13.3
11,7,2023,Urbaine,Trafic,NO2,12.2
12,7,2023,Urbaine,Trafic,NO2,5.6
13,7,2023,Urbaine,Trafic,NO2,8.3
14,7,2023,Urbaine,Trafic,NO2,10.1
15,7,2023,Urbaine,Trafic,NO2,7.7
16,7,2023,Urbaine,Trafic,NO2,6.0
17,7,2023,Urbaine,Trafic,NO2,14.9
18,7,2023,Urbaine,Trafic,NO2,12.1
19,7,2023,Urbaine,Trafic,NO2,5.1
20,7,2023,Urbaine,Trafic,NO2,8.2
21,7,2023,Urbaine,Trafic,NO2,4.5
22,7,2023,Urbaine,Trafic,NO2,6.0
23,7,2023,Urbaine,Trafic,NO2,8.6
24,7,2023,Urbaine,Trafic,NO2,8.8
25,7,2023,Urbaine,Trafic,NO2,3.6
26,7,2023,Urbaine,Trafic,NO2,6.0
27,7,2023,Urbaine,Trafic,NO2,9.7
28,7,2023,Urbaine,Trafic,NO2,15.9
29,7,2023,Urbaine,Trafic,NO2,15.6
30,7,2023,Urbaine,Trafic,NO2,4.4
31,7,2023,Urbaine,Trafic,NO2,8.8
1,8,2023,Urbaine,Trafic,NO2,4.2
2,8,2023,Urbaine,Trafic,NO2,6.5
3,8,2023,Urbaine,Trafic,NO2,4.3
4,8,2023,Urbaine,Trafic,NO2,4.8
5,8,2023,Urbaine,Trafic,NO2,5.2
6,8,2023,Urbaine,Trafic,NO2,4.3
7,8,2023,Urbaine,Trafic,NO2,10.8
8,8,2023,Urbaine,Trafic,NO2,17.9
9,8,2023,Urbaine,Trafic,NO2,19.9
10,8,2023,Urbaine,Trafic,NO2,11.5
11,8,2023,Urbaine,Trafic,NO2,15.9
12,8,2023,Urbaine,Trafic,NO2,20.3
13,8,2023,Urbaine,Trafic,NO2,10.4
14,8,2023,Urbaine,Trafic,NO2,9.1
15,8,2023,Urbaine,Trafic,NO2,11.4
16,8,2023,Urbaine,Trafic,NO2,18.6
17,8,2023,Urbaine,Trafic,NO2,19.3
18,8,2023,Urbaine,Trafic,NO2,19.2
19,8,2023,Urbaine,Trafic,NO2,14.7
20,8,2023,Urbaine,Trafic,NO2,18.4
21,8,2023,Urbaine,Trafic,NO2,15.3
22,8,2023,Urbaine,Trafic,NO2,23.3
23,8,2023,Urbaine,Trafic,NO2,23.2
24,8,2023,Urbaine,Trafic,NO2,21.0
25,8,2023,Urbaine,Trafic,NO2,11.0
26,8,2023,Urbaine,Trafic,NO2,13.0
27,8,2023,Urbaine,Trafic,NO2,5.4
28,8,2023,Urbaine,Trafic,NO2,4.8
29,8,2023,Urbaine,Trafic,NO2,4.7
11,2,2024,Urbaine,Trafic,NOX,36.6
10,8,2025,Urbaine,Trafic,NO,9.2
13,2,2024,Urbaine,Fond,NOX,38.1
9,2,2024,Urbaine,Fond,NOX,34.0
11,8,2025,Urbaine,Trafic,NO,18.7
9,2,2024,Urbaine,Fond,NOX,11.3
8,12,2022,Urbaine,Fond,NO2,10.9
22,9,2022,Urbaine,Trafic,NO2,66.6
23,9,2022,Urbaine,Trafic,NO2,55.9
24,9,2022,Urbaine,Trafic,NO2,34.9
25,9,2022,Urbaine,Trafic,NO2,39.8
26,9,2022,Urbaine,Trafic,NO2,32.2
27,9,2022,Urbaine,Trafic,NO2,22.3
28,9,2022,Urbaine,Trafic,NO2,30.2
29,9,2022,Urbaine,Trafic,NO2,32.4
30,9,2022,Urbaine,Trafic,NO2,29.0
1,10,2022,Urbaine,Trafic,NO2,45.0
2,10,2022,Urbaine,Trafic,NO2,29.0
4,10,2022,Urbaine,Trafic,NO2,60.8
5,10,2022,Urbaine,Trafic,NO2,56.1
6,10,2022,Urbaine,Trafic,NO2,54.5
7,10,2022,Urbaine,Trafic,NO2,63.0
8,10,2022,Urbaine,Trafic,NO2,47.2
9,10,2022,Urbaine,Trafic,NO2,40.1
10,10,2022,Urbaine,Trafic,NO2,53.4
11,10,2022,Urbaine,Trafic,NO2,60.7
12,10,2022,Urbaine,Trafic,NO2,48.0
13,10,2022,Urbaine,Trafic,NO2,52.7
14,10,2022,Urbaine,Trafic,NO2,44.1
15,10,2022,Urbaine,Trafic,NO2,48.3
16,10,2022,Urbaine,Trafic,NO2,29.6
17,10,2022,Urbaine,Trafic,NO2,42.0
18,10,2022,Urbaine,Trafic,NO2,50.7
19,10,2022,Urbaine,Trafic,NO2,42.7
20,10,2022,Urbaine,Trafic,NO2,34.2
21,10,2022,Urbaine,Trafic,NO2,44.3
22,10,2022,Urbaine,Trafic,NO2,48.4
23,10,2022,Urbaine,Trafic,NO2,34.8
24,10,2022,Urbaine,Trafic,NO2,49.5
25,10,2022,Urbaine,Trafic,NO2,56.2
26,10,2022,Urbaine,Trafic,NO2,42.5
27,10,2022,Urbaine,Trafic,NO2,59.7
28,10,2022,Urbaine,Trafic,NO2,63.1
30,10,2022,Urbaine,Trafic,NO2,44.8
31,10,2022,Urbaine,Trafic,NO2,37.0
1,11,2022,Urbaine,Trafic,NO2,47.7
2,11,2022,Urbaine,Trafic,NO2,72.0
3,11,2022,Urbaine,Trafic,NO2,27.5
4,11,2022,Urbaine,Trafic,NO2,39.4
5,11,2022,Urbaine,Trafic,NO2,39.6
6,11,2022,Urbaine,Trafic,NO2,60.8
7,11,2022,Urbaine,Trafic,NO2,78.5
8,11,2022,Urbaine,Trafic,NO2,45.8
9,11,2022,Urbaine,Trafic,NO2,44.0
10,11,2022,Urbaine,Trafic,NO2,36.3
11,11,2022,Urbaine,Trafic,NO2,50.5
12,11,2022,Urbaine,Trafic,NO2,61.1
13,11,2022,Urbaine,Trafic,NO2,49.9
14,11,2022,Urbaine,Trafic,NO2,31.7
15,11,2022,Urbaine,Trafic,NO2,34.1
16,11,2022,Urbaine,Trafic,NO2,68.0
17,11,2022,Urbaine,Trafic,NO2,67.3
18,11,2022,Urbaine,Trafic,NO2,48.6
19,11,2022,Urbaine,Trafic,NO2,31.0
20,11,2022,Urbaine,Trafic,NO2,35.4
21,11,2022,Urbaine,Trafic,NO2,47.5
22,11,2022,Urbaine,Trafic,NO2,34.6
23,11,2022,Urbaine,Trafic,NO2,47.9
24,11,2022,Urbaine,Trafic,NO2,66.7
26,11,2022,Urbaine,Trafic,NO2,59.1
27,11,2022,Urbaine,Trafic,NO2,40.4
28,11,2022,Urbaine,Trafic,NO2,36.7
29,11,2022,Urbaine,Trafic,NO2,45.7
30,11,2022,Urbaine,Trafic,NO2,56.2
3,1,2023,Urbaine,Trafic,NO2,39.2
4,1,2023,Urbaine,Trafic,NO2,70.4
5,1,2023,Urbaine,Trafic,NO2,46.4
1,12,2022,Urbaine,Trafic,NO2,35.6
2,12,2022,Urbaine,Trafic,NO2,44.4
3,12,2022,Urbaine,Trafic,NO2,22.4
4,12,2022,Urbaine,Trafic,NO2,43.8
5,12,2022,Urbaine,Trafic,NO2,56.6
6,12,2022,Urbaine,Trafic,NO2,60.3
7,12,2022,Urbaine,Trafic,NO2,32.1
8,12,2022,Urbaine,Trafic,NO2,22.1
9,12,2022,Urbaine,Trafic,NO2,50.4
10,12,2022,Urbaine,Trafic,NO2,40.8
11,12,2022,Urbaine,Trafic,NO2,69.8
12,12,2022,Urbaine,Trafic,NO2,51.9
13,12,2022,Urbaine,Trafic,NO2,32.5
14,12,2022,Urbaine,Trafic,NO2,48.0
15,12,2022,Urbaine,Trafic,NO2,37.1
16,12,2022,Urbaine,Trafic,NO2,43.3
17,12,2022,Urbaine,Trafic,NO2,65.7
18,12,2022,Urbaine,Trafic,NO2,40.5
20,12,2022,Urbaine,Trafic,NO2,49.2
21,12,2022,Urbaine,Trafic,NO2,57.8
22,12,2022,Urbaine,Trafic,NO2,69.1
23,12,2022,Urbaine,Trafic,NO2,66.2
24,12,2022,Urbaine,Trafic,NO2,73.3
25,12,2022,Urbaine,Trafic,NO2,24.4
26,12,2022,Urbaine,Trafic,NO2,48.1
27,12,2022,Urbaine,Trafic,NO2,74.4
28,12,2022,Urbaine,Trafic,NO2,32.5
29,12,2022,Urbaine,Trafic,NO2,42.4
30,12,2022,Urbaine,Trafic,NO2,45.4
31,12,2022,Urbaine,Trafic,NO2,30.8
2,1,2023,Urbaine,Trafic,NO2,46.6
6,1,2023,Urbaine,Trafic,NO2,59.5
7,1,2023,Urbaine,Trafic,NO2,42.8
8,1,2023,Urbaine,Trafic,NO2,37.6
9,1,2023,Urbaine,Trafic,NO2,27.5
10,1,2023,Urbaine,Trafic,NO2,52.0
11,1,2023,Urbaine,Trafic,NO2,43.9
12,1,2023,Urbaine,Trafic,NO2,62.7
13,1,2023,Urbaine,Trafic,NO2,58.1
14,1,2023,Urbaine,Trafic,NO2,71.8
15,1,2023,Urbaine,Trafic,NO2,41.2
16,1,2023,Urbaine,Trafic,NO2,48.9
17,1,2023,Urbaine,Trafic,NO2,44.8
18,1,2023,Urbaine,Trafic,NO2,35.6
20,1,2023,Urbaine,Trafic,NO2,28.3
21,1,2023,Urbaine,Trafic,NO2,18.1
22,1,2023,Urbaine,Trafic,NO2,29.7
23,1,2023,Urbaine,Trafic,NO2,49.8
24,1,2023,Urbaine,Trafic,NO2,37.4
25,1,2023,Urbaine,Trafic,NO2,49.2
26,1,2023,Urbaine,Trafic,NO2,47.4
27,1,2023,Urbaine,Trafic,NO2,47.1
28,1,2023,Urbaine,Trafic,NO2,60.4
29,1,2023,Urbaine,Trafic,NO2,64.3
30,1,2023,Urbaine,Trafic,NO2,47.4
31,1,2023,Urbaine,Trafic,NO2,60.2
1,2,2023,Urbaine,Trafic,NO2,64.6
2,2,2023,Urbaine,Trafic,NO2,64.6
3,2,2023,Urbaine,Trafic,NO2,88.1
4,2,2023,Urbaine,Trafic,NO2,44.9
5,2,2023,Urbaine,Trafic,NO2,37.1
6,2,2023,Urbaine,Trafic,NO2,42.1
7,2,2023,Urbaine,Trafic,NO2,41.7
8,2,2023,Urbaine,Trafic,NO2,62.1
9,2,2023,Urbaine,Trafic,NO2,75.7
10,2,2023,Urbaine,Trafic,NO2,91.7
11,2,2023,Urbaine,Trafic,NO2,75.4
12,2,2023,Urbaine,Trafic,NO2,79.9
13,2,2023,Urbaine,Trafic,NO2,81.7
12,8,2025,Urbaine,Trafic,NO,13.1
15,2,2023,Urbaine,Trafic,NO2,64.0
16,2,2023,Urbaine,Trafic,NO2,72.8
17,2,2023,Urbaine,Trafic,NO2,72.0
18,2,2023,Urbaine,Trafic,NO2,73.2
19,2,2023,Urbaine,Trafic,NO2,58.5
20,2,2023,Urbaine,Trafic,NO2,68.3
21,2,2023,Urbaine,Trafic,NO2,49.0
22,2,2023,Urbaine,Trafic,NO2,52.6
23,2,2023,Urbaine,Trafic,NO2,47.9
24,2,2023,Urbaine,Trafic,NO2,59.5
25,2,2023,Urbaine,Trafic,NO2,37.1
26,2,2023,Urbaine,Trafic,NO2,25.1
27,2,2023,Urbaine,Trafic,NO2,23.0
1,3,2023,Urbaine,Trafic,NO2,48.9
2,3,2023,Urbaine,Trafic,NO2,40.2
3,3,2023,Urbaine,Trafic,NO2,64.8
4,3,2023,Urbaine,Trafic,NO2,58.1
5,3,2023,Urbaine,Trafic,NO2,54.5
6,3,2023,Urbaine,Trafic,NO2,41.9
7,3,2023,Urbaine,Trafic,NO2,63.9
8,3,2023,Urbaine,Trafic,NO2,63.1
9,3,2023,Urbaine,Trafic,NO2,66.1
10,3,2023,Urbaine,Trafic,NO2,35.9
11,3,2023,Urbaine,Trafic,NO2,21.1
12,3,2023,Urbaine,Trafic,NO2,26.2
13,3,2023,Urbaine,Trafic,NO2,36.2
14,3,2023,Urbaine,Trafic,NO2,24.6
15,3,2023,Urbaine,Trafic,NO2,41.9
16,3,2023,Urbaine,Trafic,NO2,53.0
17,3,2023,Urbaine,Trafic,NO2,47.1
18,3,2023,Urbaine,Trafic,NO2,58.5
19,3,2023,Urbaine,Trafic,NO2,40.7
20,3,2023,Urbaine,Trafic,NO2,43.6
21,3,2023,Urbaine,Trafic,NO2,62.6
22,3,2023,Urbaine,Trafic,NO2,59.9
23,3,2023,Urbaine,Trafic,NO2,38.9
24,3,2023,Urbaine,Trafic,NO2,43.3
25,3,2023,Urbaine,Trafic,NO2,44.5
26,3,2023,Urbaine,Trafic,NO2,19.0
28,3,2023,Urbaine,Trafic,NO2,56.0
